,StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,QC1,QD1,QD2,QD3,CT1_First Click,CT1_Last Click,CT1_Page Submit,CT1_Click Count,QC1.1,QC2,QC3,QUC1,QUS1,CT2_First Click,CT2_Last Click,CT2_Page Submit,CT2_Click Count,QC4_1,QC4_2,QC4_3,QC4_4,QC4_5,QC5,Q61,Q62,CT3-4_First Click,CT3-4_Last Click,CT3-4_Page Submit,CT3-4_Click Count,QC6,QC7_1,QC7_2,QC7_3,QC7_4,Q63,Q64,CT5_First Click,CT5_Last Click,CT5_Page Submit,CT5_Click Count,QC8,QC9,QC10,Q65,Q66,CT6_First Click,CT6_Last Click,CT6_Page Submit,CT6_Click Count,Q54,Q53,Q67,Q68,ST1_First Click,ST1_Last Click,ST1_Page Submit,ST1_Click Count,QS1,QS2,QS3,Q73,Q72,ST2_First Click,ST2_Last Click,ST2_Page Submit,ST2_Click Count,QS4_1,QS4_2,QS4_3,QS4_4,QS4_5,QS5,Q76,Q75,ST3-4_First Click,ST3-4_Last Click,ST3-4_Page Submit,ST3-4_Click Count,QS6,QS7_1,QS7_2,QS7_3,QS7_4,Q78,Q77,ST5_First Click,ST5_Last Click,ST5_Page Submit,ST5_Click Count,QS8,QS9,QS10,Q74,Q79,ST6_First Click,ST6_Last Click,ST6_Page Submit,ST6_Click Count,QS11,Q52,Q80,Q81
29,2024-01-17 03:17:04,2024-01-17 03:40:26,IP Address,*******,100,1402,True,2024-01-17 03:40:27,R_2MsyMcAX4nutM74,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581421,Yes,Female,Masters,Law and Criminal Justice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,Somewhat confident,Satisfied,,,,,1,5,4,3,2,38,Not confident,Dissatisfied,,,,,Executive,4,1,3,2,Somewhat confident,Satisfied,,,,,Q1,October,January-February,Somewhat confident,Dissatisfied,,,,,10th of November,29th of November,Neither confident or unsure,Dissatisfied
30,2024-01-17 03:29:40,2024-01-17 03:41:45,IP Address,*******,100,725,True,2024-01-17 03:41:45,R_2YaDVDfBJsltjIE,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581421,Yes,Male,Bachelors,Engineering and Technology,,,,,True,False,False,Somewhat confident,Satisfied,,,,,1,5,4,2,3,42,Somewhat confident,Satisfied,,,,,Executive,4,1,3,2,Confident,Satisfied,,,,,Q2,February,November-December,Confident,Satisfied,,,,,10th of November,24th of November,Confident,Satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2024-01-17 03:29:06,2024-01-17 03:50:54,IP Address,*******,100,1307,True,2024-01-17 03:50:55,R_3IQdy5RVeSJfyyC,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,Female,Masters,Engineering and Technology,,,,,False,True,True,Not confident,Satisfied,,,,,1,5,4,3,2,53,Somewhat confident,Satisfied,,,,,Executive,2,3,1,4,Not confident,Dissatisfied,,,,,Q1,October,November-December,Not confident at all,Dissatisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2024-01-17 05:19:34,2024-01-17 05:28:24,IP Address,*******,100,529,True,2024-01-17 05:28:25,R_4lyH7ncMlGtZuFj,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581421,Yes,Female,Masters,Natural Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,Somewhat confident,Neither dissatisfied or satisfied,,,,,1,5,4,3,2,40,Not confident,Dissatisfied,,,,,Executive,4,1,3,2,Neither confident or unsure,Neither dissatisfied or satisfied,,,,,Q2,October,January-February,Somewhat confident,Satisfied,,,,,10th of November,24th of November,Somewhat confident,Satisfied
33,2024-01-17 05:52:30,2024-01-17 05:52:46,IP Address,*******,100,16,True,2024-01-17 05:52:46,R_1l9yoUxAcnOKaV6,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581421,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2024-01-17 05:48:02,2024-01-17 06:04:19,IP Address,*******,100,977,True,2024-01-17 06:04:19,R_1qam3Dnf4duESi7,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581421,Yes,Female,Masters,Engineering and Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,Somewhat confident,Neither dissatisfied or satisfied,,,,,1,5,4,3,2,,Not confident at all,Very dissatisfied,,,,,Executive,4,1,3,2,Somewhat confident,Neither dissatisfied or satisfied,,,,,Q2,February,January-February,Somewhat confident,Dissatisfied,,,,,10th of November,24th of November,Confident,Satisfied
35,2024-01-17 06:23:12,2024-01-17 06:37:47,IP Address,*******,100,875,True,2024-01-17 06:37:48,R_6qPD6s4tOB9zmKt,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,Male,Masters,Engineering and Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,Somewhat confident,Neither dissatisfied or satisfied,,,,,1,5,4,3,2,60,Not confident,Dissatisfied,,,,,Executive,4,1,3,2,Confident,Satisfied,,,,,Q2,October,January-February,Neither confident or unsure,Neither dissatisfied or satisfied,,,,,10th of November,24th of November,Not confident at all,Dissatisfied
36,2024-01-17 09:49:26,2024-01-17 09:49:48,IP Address,*******,100,22,True,2024-01-17 09:49:48,R_7wodJYnD7fDVLjz,*******,*******,*******,*******,*******,*******,anonymous,EN,0.800000011920929,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2024-01-18 01:30:22,2024-01-18 01:45:33,IP Address,*******,100,910,True,2024-01-18 01:45:34,R_1nUUnJUIHqxuCOd,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,Male,Masters,Other,13.471,211.436,213.468,68,False,False,True,Somewhat confident,Satisfied,0.901,190.185,191.055,44,2,4,5,3,1,58,Not confident,Neither dissatisfied or satisfied,10.556,152.259,152.867,75,Executive,4,1,3,2,Somewhat confident,Satisfied,10.268,172.762,173.362,63,Q2,February,November-December,Somewhat confident,Satisfied,16.977,108.901,110.779,25,10th of November,24th of November,Not confident at all,Very dissatisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2024-01-18 01:56:28,2024-01-18 01:56:55,IP Address,*******,100,27,True,2024-01-18 01:56:56,R_2fg8EAfmU3P8njB,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581421,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2024-01-18 01:56:56,2024-01-18 01:57:05,IP Address,*******,100,8,True,2024-01-18 01:57:05,R_2C6ZOJkP4CSv08f,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581421,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,2024-01-18 02:03:33,2024-01-18 02:06:37,IP Address,*******,100,183,True,2024-01-18 02:06:38,R_6gc4KN7swj6BhK0,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581421,Yes,Male,Bachelors,Business and Management,6.659,35.891,36.342,17,True,False,True,Neither confident or unsure,Neither dissatisfied or satisfied,10.259,34.052,34.753,12,3,1,4,5,2,73,Confident,Very satisfied,1.935,6.287,7.21,8,Senior,,,,,Neither confident or unsure,Neither dissatisfied or satisfied,0.14,72.75,73.537,11,Q3,October,November-December,Not confident,Dissatisfied,2.523,7.893,8.801,11,10th of November,29th of November,Somewhat confident,Satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2024-01-18 01:57:16,2024-01-18 02:08:04,IP Address,*******,100,647,True,2024-01-18 02:08:04,R_2r7i31KGMxsO9lU,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581421,Yes,Male,Bachelors,Business and Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.429,121.463,122.856,10,False,False,False,Neither confident or unsure,Neither dissatisfied or satisfied,110.917,200.146,200.778,8,2,3,5,4,1,68,Not confident at all,Satisfied,40.421,92.076,92.932,3,Executive,3,1,4,2,Neither confident or unsure,Dissatisfied,19.889,127.408,127.936,9,Q2,February,November-December,Somewhat confident,Neither dissatisfied or satisfied,16.616,77.962,79.219,12,10th of November,24th of November,Somewhat confident,Satisfied
42,2024-01-18 01:58:05,2024-01-18 02:21:53,IP Address,*******,100,1428,True,2024-01-18 02:21:54,R_2Tt9vlOkpSRwEpc,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581421,Yes,Male,Masters,Business and Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.073,419.58,422.123,7,False,False,True,Confident,Dissatisfied,18.383,263.429,267.286,5,2,4,5,3,1,54,Not confident,Dissatisfied,119.369,178.774,179.597,4,Executive,4,1,3,2,Confident,Dissatisfied,150.589,373.712,375.153,9,Q2,October,January-February,Somewhat confident,Neither dissatisfied or satisfied,87.729,153.112,154.819,4,10th of November,24th of November,Not confident,Satisfied
43,2024-01-18 01:33:50,2024-01-18 02:25:09,IP Address,*******,100,3078,True,2024-01-18 02:25:10,R_14WCmmpBw7GVpjb,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,Male,Masters,Business and Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.709,219.757,221.156,30,False,False,False,Somewhat confident,Neither dissatisfied or satisfied,0.524,135.947,136.783,23,1,3,4,5,2,34,Somewhat confident,Satisfied,0.719,100.907,101.778,17,Executive,4,1,2,3,Confident,Very dissatisfied,0.923,169.224,170.107,18,Q2,October,January-February,Somewhat confident,Neither dissatisfied or satisfied,9.36,144.361,145.141,19,10th of November,29th of November,Somewhat confident,Satisfied
